bus_id,voltage,dc,symbol,under_construction,tags,x,y,country,geometry,index_right,source,id,name
way/182260861-220,220,f,Substation,f,way/182260861,-6.301035468146432,36.67063593539827,ES,POINT (-6.301035468146432 36.67063593539827),23.0,https://simplemaps.com,ESCA,Cádiz
way/182261552-220,220,f,Substation,f,way/182261552,-6.045311613601969,37.00280531814137,ES,POINT (-6.045311613601969 37.00280531814137),19.0,https://simplemaps.com,ESSE,Sevilla
way/187189721-220,220,f,Substation,f,way/187189721,-7.17417139445469,42.167732225571136,ES,POINT (-7.17417139445469 42.167732225571136),25.0,https://simplemaps.com,ESOR,Orense
way/187380300-220,220,f,Substation,f,way/187380300,-5.2200509234383325,36.40547894660284,ES,POINT (-5.2200509234383325 36.40547894660284),24.0,https://simplemaps.com,ESMA,Málaga
way/187392726-220,220,f,Substation,f,way/187392726,-6.62381162831608,42.061563335031245,ES,POINT (-6.62381162831608 42.061563335031245),26.0,https://simplemaps.com,ESZA,Zamora
way/187645709-400,400,f,Substation,f,way/187645709,-7.860550737780715,43.43942082415271,ES,POINT (-7.860550737780715 43.439420824152705),28.0,https://simplemaps.com,ESC,La Coruña
way/187830917-220,220,f,Substation,f,way/187830917,-3.670644725580112,37.14569487019391,ES,POINT (-3.6706447255801122 37.14569487019391),41.0,https://simplemaps.com,ESGR,Granada
way/189184531-400,400,f,Substation,f,way/189184531,-6.302004369812096,43.36630828276314,ES,POINT (-6.302004369812096 43.36630828276314),43.0,https://simplemaps.com,ESO,Asturias
way/189184555-400,400,f,Substation,f,way/189184555,-6.865859000829215,43.24301420542211,ES,POINT (-6.865859000829215 43.24301420542211),43.0,https://simplemaps.com,ESO,Asturias
way/189184557-400,400,f,Substation,f,way/189184557,-6.395424327721172,43.291581644254165,ES,POINT (-6.395424327721172 43.291581644254165),43.0,https://simplemaps.com,ESO,Asturias
way/189577215-400,400,f,Substation,f,way/189577215,-5.633999984777948,42.79423217941415,ES,POINT (-5.633999984777948 42.79423217941415),30.0,https://simplemaps.com,ESLE,León
way/190058570-400,400,f,Substation,f,way/190058570,-5.697867885148567,43.30536988376503,ES,POINT (-5.6978678851485665 43.30536988376503),43.0,https://simplemaps.com,ESO,Asturias
way/190098039-220,220,f,Substation,f,way/190098039,-5.757149399624898,43.37942828888588,ES,POINT (-5.757149399624898 43.37942828888588),43.0,https://simplemaps.com,ESO,Asturias
way/190110739-220,220,f,Substation,f,way/190110739,-5.898183804758818,43.57450924200011,ES,POINT (-5.898183804758818 43.57450924200011),43.0,https://simplemaps.com,ESO,Asturias
way/190110739-400,400,f,Substation,f,way/190110739,-5.897978306180818,43.57473613864022,ES,POINT (-5.897978306180818 43.57473613864022),43.0,https://simplemaps.com,ESO,Asturias
way/190236352-400,400,f,Substation,f,way/190236352,-2.5012442442254708,41.4366338928409,ES,POINT (-2.5012442442254708 41.4366338928409),9.0,https://simplemaps.com,ESSO,Soria
way/190249315-220,220,f,Substation,f,way/190249315,1.446018309487516,41.679661712953454,ES,POINT (1.4460183094875159 41.679661712953454),15.0,https://simplemaps.com,ESB,Barcelona
way/190249507-220,220,f,Substation,f,way/190249507,1.6671561337904024,41.57703812719343,ES,POINT (1.6671561337904024 41.577038127193426),15.0,https://simplemaps.com,ESB,Barcelona
way/190289516-220,220,f,Substation,f,way/190289516,0.1968993216821448,42.542604770433655,ES,POINT (0.1968993216821449 42.542604770433655),4.0,https://simplemaps.com,ESHU,Huesca
way/190289523-220,220,f,Substation,f,way/190289523,0.1447598504084112,42.46981229489716,ES,POINT (0.1447598504084112 42.46981229489716),4.0,https://simplemaps.com,ESHU,Huesca
way/190907238-220,220,f,Substation,f,way/190907238,-4.822408387653402,40.0027536728691,ES,POINT (-4.822408387653402 40.0027536728691),20.0,https://simplemaps.com,ESTO,Toledo
way/191053032-220,220,f,Substation,f,way/191053032,-5.784501473610402,36.49690241702884,ES,POINT (-5.784501473610402 36.496902417028835),23.0,https://simplemaps.com,ESCA,Cádiz
way/191095881-220,220,f,Substation,f,way/191095881,-5.987738466385821,41.52780334628913,ES,POINT (-5.987738466385821 41.52780334628913),26.0,https://simplemaps.com,ESZA,Zamora
way/191210664-220,220,f,Substation,f,way/191210664,-5.83153522841862,36.52583856821034,ES,POINT (-5.83153522841862 36.52583856821034),23.0,https://simplemaps.com,ESCA,Cádiz
way/191480803-400,400,f,Substation,f,way/191480803,-6.5329934751049406,42.83724535266949,ES,POINT (-6.5329934751049406 42.83724535266949),30.0,https://simplemaps.com,ESLE,León
way/191485195-220,220,f,Substation,f,way/191485195,-6.566136917288619,42.61392778441411,ES,POINT (-6.566136917288619 42.61392778441411),30.0,https://simplemaps.com,ESLE,León
way/191485195-400,400,f,Substation,f,way/191485195,-6.56593655984069,42.61415603314303,ES,POINT (-6.56593655984069 42.614156033143026),30.0,https://simplemaps.com,ESLE,León
way/194101137-220,220,f,Substation,f,way/194101137,-3.687406917286866,42.19544653952089,ES,POINT (-3.687406917286866 42.19544653952089),10.0,https://simplemaps.com,ESBU,Burgos
way/194341129-220,220,f,Substation,f,way/194341129,-6.754209046230774,42.12321672596801,ES,POINT (-6.754209046230774 42.12321672596801),26.0,https://simplemaps.com,ESZA,Zamora
way/194360413-220,220,f,Substation,f,way/194360413,-4.160360457386783,42.879581428355095,ES,POINT (-4.160360457386783 42.879581428355095),44.0,https://simplemaps.com,ESS,Cantabria
way/194370719-220,220,f,Substation,f,way/194370719,-5.726717537939385,43.52039061840929,ES,POINT (-5.726717537939385 43.52039061840929),43.0,https://simplemaps.com,ESO,Asturias
way/194699926-220,220,f,Substation,f,way/194699926,-5.83850085377576,43.02689469999577,ES,POINT (-5.83850085377576 43.02689469999577),43.0,https://simplemaps.com,ESO,Asturias
way/194699929-220,220,f,Substation,f,way/194699929,-6.512965068979053,42.670065014934174,ES,POINT (-6.512965068979053 42.670065014934174),30.0,https://simplemaps.com,ESLE,León
way/194701798-220,220,f,Substation,f,way/194701798,-5.038138514530208,41.72829697784072,ES,POINT (-5.038138514530208 41.728296977840714),33.0,https://simplemaps.com,ESVA,Valladolid
way/196076112-220,220,f,Substation,f,way/196076112,1.2593874640056448,42.6461343740273,ES,POINT (1.2593874640056448 42.6461343740273),11.0,https://simplemaps.com,ESL,Lérida
way/196202210-220,220,f,Substation,f,way/196202210,-2.242172986650839,43.04341869657072,ES,POINT (-2.242172986650839 43.04341869657072),3.0,https://simplemaps.com,ESSS,Gipuzkoa
way/196202213-220,220,f,Substation,f,way/196202213,-2.272961335343819,43.0606285775231,ES,POINT (-2.272961335343819 43.0606285775231),3.0,https://simplemaps.com,ESSS,Gipuzkoa
way/196202213-400,400,f,Substation,f,way/196202213,-2.272743900962132,43.06084834970704,ES,POINT (-2.272743900962132 43.06084834970704),3.0,https://simplemaps.com,ESSS,Gipuzkoa
way/196202222-220,220,f,Substation,f,way/196202222,-2.2234937561815493,43.03914888263783,ES,POINT (-2.2234937561815493 43.039148882637825),3.0,https://simplemaps.com,ESSS,Gipuzkoa
way/196207063-220,220,f,Substation,f,way/196207063,-1.9686357143264024,43.25972337596844,ES,POINT (-1.9686357143264024 43.25972337596844),3.0,https://simplemaps.com,ESSS,Gipuzkoa
way/196207063-400,400,f,Substation,f,way/196207063,-1.968416535055186,43.25994250076825,ES,POINT (-1.968416535055186 43.25994250076825),3.0,https://simplemaps.com,ESSS,Gipuzkoa
way/196207064-400,400,f,Substation,f,way/196207064,-2.252283952175828,43.21226110736611,ES,POINT (-2.2522839521758278 43.21226110736611),3.0,https://simplemaps.com,ESSS,Gipuzkoa
way/196215046-220,220,f,Substation,f,way/196215046,-2.8807357101589783,43.34958924773773,ES,POINT (-2.8807357101589783 43.34958924773773),5.0,https://simplemaps.com,ESBI,Bizkaia
way/196215046-400,400,f,Substation,f,way/196215046,-2.880519588414829,43.34981023252494,ES,POINT (-2.880519588414829 43.34981023252494),5.0,https://simplemaps.com,ESBI,Bizkaia
way/196371124-220,220,f,Substation,f,way/196371124,-3.011290988264681,43.08414850406735,ES,POINT (-3.0112909882646806 43.08414850406735),8.0,https://simplemaps.com,ESVI,Álava
way/196371643-220,220,f,Substation,f,way/196371643,-3.001349276633606,43.03263106399783,ES,POINT (-3.001349276633606 43.032631063997826),8.0,https://simplemaps.com,ESVI,Álava
way/196371646-220,220,f,Substation,f,way/196371646,-2.994185508384738,43.0773791773071,ES,POINT (-2.9941855083847386 43.0773791773071),8.0,https://simplemaps.com,ESVI,Álava
way/196380396-220,220,f,Substation,f,way/196380396,-3.001768236557836,43.30462333415438,ES,POINT (-3.0017682365578358 43.30462333415438),5.0,https://simplemaps.com,ESBI,Bizkaia
way/196478732-220,220,f,Substation,f,way/196478732,-2.9819801420417407,43.24704930554579,ES,POINT (-2.9819801420417407 43.24704930554579),5.0,https://simplemaps.com,ESBI,Bizkaia
way/196483351-220,220,f,Substation,f,way/196483351,-2.5962653789989822,43.13887017331685,ES,POINT (-2.5962653789989822 43.13887017331685),5.0,https://simplemaps.com,ESBI,Bizkaia
way/196484246-220,220,f,Substation,f,way/196484246,-2.4286457482931043,43.0970357428336,ES,POINT (-2.4286457482931043 43.0970357428336),3.0,https://simplemaps.com,ESSS,Gipuzkoa
way/196484252-220,220,f,Substation,f,way/196484252,-2.3211037727198622,43.08027153322019,ES,POINT (-2.3211037727198622 43.08027153322019),3.0,https://simplemaps.com,ESSS,Gipuzkoa
way/196522660-220,220,f,Substation,f,way/196522660,-2.746602700952966,42.83620104507566,ES,POINT (-2.746602700952966 42.83620104507566),8.0,https://simplemaps.com,ESVI,Álava
way/196526411-220,220,f,Substation,f,way/196526411,-2.885075123768392,42.56832009186461,ES,POINT (-2.885075123768392 42.568320091864614),7.0,https://simplemaps.com,ESLO,La Rioja
way/196533207-220,220,f,Substation,f,way/196533207,-2.382005694727712,42.60166662116287,ES,POINT (-2.3820056947277117 42.60166662116287),2.0,https://simplemaps.com,ESNA,Navarra
way/196533213-220,220,f,Substation,f,way/196533213,-2.584782919387582,42.50773009282436,ES,POINT (-2.5847829193875826 42.50773009282436),7.0,https://simplemaps.com,ESLO,La Rioja
way/196544701-220,220,f,Substation,f,way/196544701,-0.7737460592448915,42.03796042940328,ES,POINT (-0.7737460592448915 42.037960429403284),4.0,https://simplemaps.com,ESHU,Huesca
way/196634589-220,220,f,Substation,f,way/196634589,1.1229706410956124,41.47401431309857,ES,POINT (1.1229706410956124 41.47401431309857),11.0,https://simplemaps.com,ESL,Lérida
way/200253359-400,400,f,Substation,f,way/200253359,1.7192774775037607,41.25505733352672,ES,POINT (1.7192774775037607 41.25505733352672),15.0,https://simplemaps.com,ESB,Barcelona
way/202891403-220,220,f,Substation,f,way/202891403,-3.0311169110021066,43.21872480485869,ES,POINT (-3.0311169110021066 43.21872480485869),5.0,https://simplemaps.com,ESBI,Bizkaia
way/202891403-400,400,f,Substation,f,way/202891403,-3.0309017519189,43.21894610708544,ES,POINT (-3.0309017519188997 43.21894610708544),5.0,https://simplemaps.com,ESBI,Bizkaia
way/203623276-220,220,f,Substation,f,way/203623276,-2.246878096292946,41.963087857705965,ES,POINT (-2.246878096292946 41.963087857705965),9.0,https://simplemaps.com,ESSO,Soria
way/205141906-220,220,f,Substation,f,way/205141906,-2.894976250728704,43.2207975652827,ES,POINT (-2.8949762507287042 43.2207975652827),5.0,https://simplemaps.com,ESBI,Bizkaia
way/207915691-220,220,f,Substation,f,way/207915691,1.3602990490949676,41.55435112548724,ES,POINT (1.3602990490949676 41.55435112548724),12.0,https://simplemaps.com,EST,Tarragona
way/209332566-220,220,f,Substation,f,way/209332566,2.1054214036275165,41.37700792361854,ES,POINT (2.1054214036275165 41.37700792361854),15.0,https://simplemaps.com,ESB,Barcelona
way/210411778-220,220,f,Substation,f,way/210411778,1.2015862092191076,41.49646402082115,ES,POINT (1.2015862092191076 41.49646402082115),12.0,https://simplemaps.com,EST,Tarragona
way/215806463-220,220,f,Substation,f,way/215806463,-3.421259200358156,36.89485361494648,ES,POINT (-3.421259200358156 36.894853614946484),41.0,https://simplemaps.com,ESGR,Granada
way/217745445-400,400,f,Substation,f,way/217745445,-5.994729950268404,43.38871952471196,ES,POINT (-5.994729950268404 43.38871952471196),43.0,https://simplemaps.com,ESO,Asturias
way/217979941-220,220,f,Substation,f,way/217979941,0.4713765383513336,41.18845264973313,ES,POINT (0.4713765383513336 41.18845264973313),12.0,https://simplemaps.com,EST,Tarragona
way/218432502-220,220,f,Substation,f,way/218432502,-3.8021382431814015,39.68054788503171,ES,POINT (-3.8021382431814024 39.68054788503171),20.0,https://simplemaps.com,ESTO,Toledo
way/219408050-220,220,f,Substation,f,way/219408050,-6.061378563049451,41.77735342229725,ES,POINT (-6.061378563049451 41.77735342229725),26.0,https://simplemaps.com,ESZA,Zamora
way/220179629-220,220,f,Substation,f,way/220179629,-3.5505527947631466,42.68178556964536,ES,POINT (-3.5505527947631466 42.681785569645356),10.0,https://simplemaps.com,ESBU,Burgos
way/220890042-220,220,f,Substation,f,way/220890042,-8.339889545066185,42.69018918538479,ES,POINT (-8.339889545066185 42.69018918538479),27.0,https://simplemaps.com,ESPO,Pontevedra
way/221182424-220,220,f,Substation,f,way/221182424,-8.317401788129173,42.34225573843511,ES,POINT (-8.317401788129173 42.34225573843511),27.0,https://simplemaps.com,ESPO,Pontevedra
way/221193996-220,220,f,Substation,f,way/221193996,-8.312135404466584,42.12434062310655,ES,POINT (-8.312135404466584 42.12434062310655),27.0,https://simplemaps.com,ESPO,Pontevedra
way/222867769-220,220,f,Substation,f,way/222867769,-6.464415446271155,38.95817139163503,ES,POINT (-6.464415446271155 38.95817139163503),16.0,https://simplemaps.com,ESBA,Badajoz
way/222873301-220,220,f,Substation,f,way/222873301,-6.978944974197516,38.8379261481081,ES,POINT (-6.978944974197516 38.8379261481081),16.0,https://simplemaps.com,ESBA,Badajoz
way/222885175-220,220,f,Substation,f,way/222885175,-5.9136888468102535,36.48937438463572,ES,POINT (-5.9136888468102535 36.48937438463572),23.0,https://simplemaps.com,ESCA,Cádiz
way/222885498-220,220,f,Substation,f,way/222885498,-3.0680490326500047,37.22246547095497,ES,POINT (-3.0680490326500047 37.22246547095497),41.0,https://simplemaps.com,ESGR,Granada
way/222895334-220,220,f,Substation,f,way/222895334,-3.3444206059759902,39.04473702337341,ES,POINT (-3.3444206059759902 39.04473702337341),21.0,https://simplemaps.com,ESCR,Ciudad Real
way/222895334-400,400,f,Substation,f,way/222895334,-3.344218225222077,39.04495950694393,ES,POINT (-3.344218225222077 39.04495950694393),21.0,https://simplemaps.com,ESCR,Ciudad Real
way/222901014-220,220,f,Substation,f,way/222901014,-3.4930411284788443,39.24336332172922,ES,POINT (-3.4930411284788443 39.24336332172922),21.0,https://simplemaps.com,ESCR,Ciudad Real
way/222903016-220,220,f,Substation,f,way/222903016,-3.970824703799279,38.64708596714011,ES,POINT (-3.970824703799279 38.64708596714011),21.0,https://simplemaps.com,ESCR,Ciudad Real
way/222903017-220,220,f,Substation,f,way/222903017,-3.976265041853687,38.62572024453655,ES,POINT (-3.976265041853687 38.625720244536545),21.0,https://simplemaps.com,ESCR,Ciudad Real
way/223207745-400,400,f,Substation,f,way/223207745,-3.0910274473844064,43.35873926762391,ES,POINT (-3.0910274473844064 43.35873926762391),5.0,https://simplemaps.com,ESBI,Bizkaia
way/226363063-220,220,f,Substation,f,way/226363063,-2.625847356142859,40.703171715876806,ES,POINT (-2.625847356142859 40.703171715876806),49.0,https://simplemaps.com,ESGU,Guadalajara
way/226363063-400,400,f,Substation,f,way/226363063,-2.6256381788291483,40.7033924950935,ES,POINT (-2.6256381788291483 40.7033924950935),49.0,https://simplemaps.com,ESGU,Guadalajara
way/226886241-400,400,f,Substation,f,way/226886241,-3.0798309552037693,40.03409983545514,ES,POINT (-3.0798309552037693 40.03409983545514),39.0,https://simplemaps.com,ESCU,Cuenca
way/23882397-220,220,f,Substation,f,way/23882397,-3.883815945468069,40.44840769060038,ES,POINT (-3.883815945468069 40.44840769060038),50.0,https://simplemaps.com,ESM,Madrid
way/24378549-220,220,f,Substation,f,way/24378549,-3.806165341323693,40.46461824701103,ES,POINT (-3.8061653413236933 40.464618247011025),50.0,https://simplemaps.com,ESM,Madrid
way/251407376-220,220,f,Substation,f,way/251407376,-3.660571664361592,40.49071370009056,ES,POINT (-3.6605716643615924 40.49071370009056),50.0,https://simplemaps.com,ESM,Madrid
way/256334221,320,t,Substation,f,way/256334221,2.9442519990141243,42.230385376033,ES,POINT (2.9442519990141243 42.230385376033),14.0,https://simplemaps.com,ESGI,Gerona
way/257573127-220,220,f,Substation,f,way/257573127,-5.925379122655829,43.57364595064447,ES,POINT (-5.925379122655829 43.57364595064447),43.0,https://simplemaps.com,ESO,Asturias
way/258916144-220,220,f,Substation,f,way/258916144,-0.8816195256244366,40.7933814640442,ES,POINT (-0.8816195256244366 40.793381464044195),13.0,https://simplemaps.com,ESTE,Teruel
way/260018670-400,400,f,Substation,f,way/260018670,-3.113961938516768,39.98177668785486,ES,POINT (-3.113961938516768 39.98177668785486),20.0,https://simplemaps.com,ESTO,Toledo
way/261594435-220,220,f,Substation,f,way/261594435,-0.2792107313528177,39.06091960821404,ES,POINT (-0.2792107313528177 39.06091960821404),35.0,https://simplemaps.com,ESV,Valencia
way/263366365-220,220,f,Substation,f,way/263366365,0.1936638587691194,41.92345739917595,ES,POINT (0.1936638587691194 41.92345739917595),4.0,https://simplemaps.com,ESHU,Huesca
way/264348139-220,220,f,Substation,f,way/264348139,1.2300411177714374,41.19909394429392,ES,POINT (1.2300411177714374 41.19909394429392),12.0,https://simplemaps.com,EST,Tarragona
way/265408693-400,400,f,Substation,f,way/265408693,-0.91904587414593,39.26270615426801,ES,POINT (-0.91904587414593 39.26270615426801),35.0,https://simplemaps.com,ESV,Valencia
way/274593968-220,220,f,Substation,f,way/274593968,-3.47877088425102,40.55375574166293,ES,POINT (-3.47877088425102 40.55375574166293),50.0,https://simplemaps.com,ESM,Madrid
way/27668869-220,220,f,Substation,f,way/27668869,-4.004902287678125,40.598098243752105,ES,POINT (-4.004902287678125 40.598098243752105),50.0,https://simplemaps.com,ESM,Madrid
way/27668869-400,400,f,Substation,f,way/27668869,-4.004698109379068,40.59832180470331,ES,POINT (-4.004698109379068 40.59832180470331),50.0,https://simplemaps.com,ESM,Madrid
way/27936937-220,220,f,Substation,f,way/27936937,-3.4430156607329696,40.25599444720263,ES,POINT (-3.4430156607329696 40.255994447202625),50.0,https://simplemaps.com,ESM,Madrid
way/27936937-400,400,f,Substation,f,way/27936937,-3.4428104747812154,40.25621693917668,ES,POINT (-3.4428104747812154 40.25621693917668),50.0,https://simplemaps.com,ESM,Madrid
way/27937443-220,220,f,Substation,f,way/27937443,-3.57500309295164,40.42231780241927,ES,POINT (-3.57500309295164 40.42231780241927),50.0,https://simplemaps.com,ESM,Madrid
way/27949649-220,220,f,Substation,f,way/27949649,-3.8752290992204927,40.25982111661248,ES,POINT (-3.8752290992204927 40.25982111661248),50.0,https://simplemaps.com,ESM,Madrid
way/27949649-400,400,f,Substation,f,way/27949649,-3.875025367833037,40.26004446888979,ES,POINT (-3.8750253678330373 40.26004446888979),50.0,https://simplemaps.com,ESM,Madrid
way/28048116-220,220,f,Substation,f,way/28048116,-3.776606351397573,40.31372284742524,ES,POINT (-3.7766063513975734 40.31372284742524),50.0,https://simplemaps.com,ESM,Madrid
way/28308003-220,220,f,Substation,f,way/28308003,-3.596069806389134,40.56561583089582,ES,POINT (-3.596069806389134 40.56561583089582),50.0,https://simplemaps.com,ESM,Madrid
way/28308003-400,400,f,Substation,f,way/28308003,-3.5958643145443245,40.5658385842753,ES,POINT (-3.5958643145443245 40.5658385842753),50.0,https://simplemaps.com,ESM,Madrid
way/283348372-400,400,f,Substation,f,way/283348372,-4.339388513313631,40.88082036629113,ES,POINT (-4.339388513313631 40.88082036629113),51.0,https://simplemaps.com,ESSG,Segovia
way/28343429-220,220,f,Substation,f,way/28343429,-3.482392628327924,40.442297595144055,ES,POINT (-3.482392628327924 40.442297595144055),50.0,https://simplemaps.com,ESM,Madrid
way/28400958-220,220,f,Substation,f,way/28400958,-3.705628627128408,40.617067811956616,ES,POINT (-3.7056286271284082 40.617067811956616),50.0,https://simplemaps.com,ESM,Madrid
way/28401434-220,220,f,Substation,f,way/28401434,-3.5967286051635474,40.53604208698798,ES,POINT (-3.5967286051635474 40.53604208698798),50.0,https://simplemaps.com,ESM,Madrid
way/28491137-220,220,f,Substation,f,way/28491137,-3.644163590149924,40.16281083282416,ES,POINT (-3.6441635901499243 40.162810832824164),50.0,https://simplemaps.com,ESM,Madrid
way/28526748-220,220,f,Substation,f,way/28526748,-3.669114654014607,40.342541197151455,ES,POINT (-3.669114654014607 40.342541197151455),50.0,https://simplemaps.com,ESM,Madrid
way/28526821-220,220,f,Substation,f,way/28526821,-3.710764749926536,40.27597706568829,ES,POINT (-3.710764749926536 40.27597706568829),50.0,https://simplemaps.com,ESM,Madrid
way/28602711-220,220,f,Substation,f,way/28602711,-3.783148643401167,40.34681259773449,ES,POINT (-3.783148643401167 40.34681259773449),50.0,https://simplemaps.com,ESM,Madrid
way/28648202-220,220,f,Substation,f,way/28648202,-0.5379155398037991,38.396938139117445,ES,POINT (-0.5379155398037991 38.396938139117445),36.0,https://simplemaps.com,ESA,Alicante
way/28683005-220,220,f,Substation,f,way/28683005,-3.9042726953440585,40.34809598395728,ES,POINT (-3.9042726953440585 40.34809598395728),50.0,https://simplemaps.com,ESM,Madrid
way/28683005-400,400,f,Substation,f,way/28683005,-3.9040688315148975,40.348319381058246,ES,POINT (-3.9040688315148984 40.348319381058246),50.0,https://simplemaps.com,ESM,Madrid
way/28683269-220,220,f,Substation,f,way/28683269,-3.7230583117958753,40.33479896775322,ES,POINT (-3.7230583117958753 40.33479896775322),50.0,https://simplemaps.com,ESM,Madrid
way/287274807-220,220,f,Substation,f,way/287274807,-3.597827853016196,40.50963620826744,ES,POINT (-3.597827853016196 40.50963620826744),50.0,https://simplemaps.com,ESM,Madrid
way/291666290-220,220,f,Substation,f,way/291666290,-4.078234965863851,43.35698022832664,ES,POINT (-4.078234965863851 43.35698022832664),44.0,https://simplemaps.com,ESS,Cantabria
way/292277455-220,220,f,Substation,f,way/292277455,-6.799975527578087,38.7871246958221,ES,POINT (-6.799975527578087 38.7871246958221),16.0,https://simplemaps.com,ESBA,Badajoz
way/297387357-220,220,f,Substation,f,way/297387357,-3.765136034472469,40.22247986850331,ES,POINT (-3.765136034472469 40.22247986850331),50.0,https://simplemaps.com,ESM,Madrid
way/297609957-220,220,f,Substation,f,way/297609957,-3.620063395740914,40.38889548655243,ES,POINT (-3.620063395740914 40.38889548655243),50.0,https://simplemaps.com,ESM,Madrid
way/299287342-220,220,f,Substation,f,way/299287342,-0.1852526406579261,38.982434878267725,ES,POINT (-0.1852526406579262 38.982434878267725),35.0,https://simplemaps.com,ESV,Valencia
way/30643892-220,220,f,Substation,f,way/30643892,-3.742116098062192,40.43405761064728,ES,POINT (-3.7421160980621924 40.43405761064728),50.0,https://simplemaps.com,ESM,Madrid
way/31110032-220,220,f,Substation,f,way/31110032,-1.843211345880843,43.30489727958398,ES,POINT (-1.843211345880843 43.30489727958398),3.0,https://simplemaps.com,ESSS,Gipuzkoa
way/31110032-225,225,f,Substation,f,way/31110032,-1.8429915627051408,43.30511614019529,ES,POINT (-1.8429915627051412 43.30511614019529),3.0,https://simplemaps.com,ESSS,Gipuzkoa
way/325432908-220,220,f,Substation,f,way/325432908,-3.90886129180893,40.4078048616016,ES,POINT (-3.90886129180893 40.4078048616016),50.0,https://simplemaps.com,ESM,Madrid
way/327135068-220,220,f,Substation,f,way/327135068,-3.649724041621004,42.73342041029629,ES,POINT (-3.649724041621004 42.73342041029629),10.0,https://simplemaps.com,ESBU,Burgos
way/327268322-220,220,f,Substation,f,way/327268322,-2.3124155990233315,37.07078827360258,ES,POINT (-2.3124155990233315 37.07078827360258),40.0,https://simplemaps.com,ESAL,Almería
way/327268322-400,400,f,Substation,f,way/327268322,-2.312214793358807,37.07100903223459,ES,POINT (-2.312214793358807 37.07100903223459),40.0,https://simplemaps.com,ESAL,Almería
way/329277804-220,220,f,Substation,f,way/329277804,-3.3135752616297185,40.54108407922191,ES,POINT (-3.3135752616297185 40.54108407922191),50.0,https://simplemaps.com,ESM,Madrid
way/33771314-220,220,f,Substation,f,way/33771314,-0.5108232171441163,39.55435044040717,ES,POINT (-0.5108232171441163 39.55435044040717),35.0,https://simplemaps.com,ESV,Valencia
way/33771314-400,400,f,Substation,f,way/33771314,-0.5106102598559574,39.55456700224459,ES,POINT (-0.5106102598559574 39.55456700224459),35.0,https://simplemaps.com,ESV,Valencia
way/338411003-220,220,f,Substation,f,way/338411003,-6.354192583313238,42.50392125978184,ES,POINT (-6.354192583313238 42.50392125978184),30.0,https://simplemaps.com,ESLE,León
way/338683860-220,220,f,Substation,f,way/338683860,-6.90385693361244,37.19098060338123,ES,POINT (-6.90385693361244 37.19098060338123),18.0,https://simplemaps.com,ESH,Huelva
way/340101878-220,220,f,Substation,f,way/340101878,-2.785933205721044,37.17042592730687,ES,POINT (-2.7859332057210437 37.17042592730687),40.0,https://simplemaps.com,ESAL,Almería
way/340101879-220,220,f,Substation,f,way/340101879,-2.7017627708415057,37.14399339787328,ES,POINT (-2.7017627708415057 37.14399339787328),40.0,https://simplemaps.com,ESAL,Almería
way/340399370-400,400,f,Substation,f,way/340399370,2.9466607665695324,42.23006934571774,ES,POINT (2.9466607665695324 42.23006934571774),14.0,https://simplemaps.com,ESGI,Gerona
way/34585227-220,220,f,Substation,f,way/34585227,-0.0966385771495845,39.96668325392181,ES,POINT (-0.0966385771495845 39.96668325392181),34.0,https://simplemaps.com,ESCS,Castellón
way/34585227-400,400,f,Substation,f,way/34585227,-0.0964230822520405,39.96689886861462,ES,POINT (-0.0964230822520406 39.96689886861462),34.0,https://simplemaps.com,ESCS,Castellón
way/346490586-220,220,f,Substation,f,way/346490586,-3.722855965263727,40.26354523989863,ES,POINT (-3.722855965263727 40.263545239898626),50.0,https://simplemaps.com,ESM,Madrid
way/347643820-220,220,f,Substation,f,way/347643820,2.5092145861659554,39.5362341451124,ES,POINT (2.5092145861659554 39.5362341451124),48.0,https://simplemaps.com,ESPM,Baleares
way/364748213-220,220,f,Substation,f,way/364748213,-4.197480050958325,42.01197569513175,ES,POINT (-4.197480050958325 42.011975695131746),45.0,https://simplemaps.com,ESP,Palencia
way/365551344-220,220,f,Substation,f,way/365551344,-3.028187868919244,43.31005139130135,ES,POINT (-3.0281878689192436 43.31005139130135),5.0,https://simplemaps.com,ESBI,Bizkaia
way/370803224-220,220,f,Substation,f,way/370803224,0.2119317853634056,42.31306342697809,ES,POINT (0.2119317853634056 42.31306342697809),4.0,https://simplemaps.com,ESHU,Huesca
way/377631631-220,220,f,Substation,f,way/377631631,-3.846080255627641,43.4408555462053,ES,POINT (-3.846080255627641 43.4408555462053),44.0,https://simplemaps.com,ESS,Cantabria
way/384888518-220,220,f,Substation,f,way/384888518,-0.9696701589012872,40.79203177505931,ES,POINT (-0.9696701589012873 40.79203177505931),13.0,https://simplemaps.com,ESTE,Teruel
way/38674256-220,220,f,Substation,f,way/38674256,2.234466456858252,41.427569728630274,ES,POINT (2.234466456858252 41.427569728630274),15.0,https://simplemaps.com,ESB,Barcelona
way/387673197-220,220,f,Substation,f,way/387673197,1.395490110238968,42.32385047941137,ES,POINT (1.3954901102389679 42.32385047941137),11.0,https://simplemaps.com,ESL,Lérida
way/39827901-220,220,f,Substation,f,way/39827901,-0.0150784916803107,39.97839059069449,ES,POINT (-0.0150784916803108 39.97839059069449),34.0,https://simplemaps.com,ESCS,Castellón
